node,degree_centrality,betweenness_centrality,eigenvector_centrality,community
61,0.0018248175182481751,0.00012009767944594937,0.003042502147072955,7
54,0.0018248175182481751,0.00012009767944594937,0.01761826668211344,19
56,0.0018248175182481751,0.000116761632794673,5.376565029992942e-06,21
484,0.0018248175182481751,0.00011342558614339663,0.10491176082852413,8
80,0.0018248175182481751,0.00010675349284084389,0.0220424615027895,17
43,0.0018248175182481751,0.00010675349284084389,0.12474107877916153,16
50,0.0018248175182481751,0.00010675349284084389,0.004212163925410031,16
25,0.0018248175182481751,0.00010008139953829114,0.00011472759325103407,19
203,0.0018248175182481751,9.34093062357384e-05,6.449206068057066e-06,22
55,0.0018248175182481751,9.34093062357384e-05,2.4740119623137412e-05,8
32,0.0018248175182481751,9.34093062357384e-05,0.0005837864824117231,4
44,0.0018248175182481751,9.34093062357384e-05,0.005377309242427179,14
810,0.0018248175182481751,9.34093062357384e-05,0.0005354652541106485,19
277,0.0018248175182481751,9.34093062357384e-05,0.0006333173921212609,12
69,0.0018248175182481751,9.34093062357384e-05,0.017536820569923353,15
48,0.0018248175182481751,9.007325958446203e-05,0.00323114352873619,2
65,0.0018248175182481751,9.007325958446203e-05,2.92880580275015e-07,23
646,0.0018248175182481751,9.007325958446203e-05,0.02255760539633264,16
92,0.0018248175182481751,9.007325958446203e-05,0.02334722179665002,11
238,0.0018248175182481751,8.673721293318566e-05,0.014147295414761188,7
886,0.0018248175182481751,8.340116628190929e-05,0.003988868513550798,17
2,0.0018248175182481751,8.340116628190929e-05,0.07783380537457563,7
332,0.0018248175182481751,8.340116628190929e-05,0.001037927278994571,14
589,0.0018248175182481751,8.340116628190929e-05,0.0007616788543929671,16
381,0.0018248175182481751,8.340116628190929e-05,0.00011439626065487615,12
155,0.0018248175182481751,8.006511963063291e-05,0.0029255765800064587,4
545,0.0018248175182481751,8.006511963063291e-05,0.00014207547014042951,16
319,0.0018248175182481751,8.006511963063291e-05,0.0007446878073001886,17
239,0.0018248175182481751,8.006511963063291e-05,7.773514905800975e-07,5
652,0.0018248175182481751,8.006511963063291e-05,2.0663998880187794e-05,12
496,0.0018248175182481751,8.006511963063291e-05,0.0029464079249522388,19
14,0.0018248175182481751,8.006511963063291e-05,0.0029406618332267157,9
835,0.0018248175182481751,7.00569796768038e-05,3.7363461010304885e-06,12
77,0.0018248175182481751,7.00569796768038e-05,0.07838339290860842,15
115,0.0018248175182481751,7.00569796768038e-05,6.442132789807413e-06,22
87,0.0018248175182481751,6.672093302552743e-05,0.00015386856617081443,21
20,0.0018248175182481751,6.672093302552743e-05,0.07293472908347946,9
333,0.0018248175182481751,6.672093302552743e-05,0.0005681250206812957,7
147,0.0018248175182481751,6.672093302552743e-05,0.01614102091777697,4
842,0.0018248175182481751,6.672093302552743e-05,0.0006630662536072428,8
42,0.0018248175182481751,6.672093302552743e-05,0.0007378955641577837,20
524,0.0018248175182481751,6.0048839722974686e-05,0.02177554343483106,11
527,0.0018248175182481751,6.0048839722974686e-05,2.7466712458698087e-07,23
613,0.0018248175182481751,6.0048839722974686e-05,2.7466712458698087e-07,23
605,0.0018248175182481751,6.0048839722974686e-05,0.016308432194879246,19
607,0.0018248175182481751,6.0048839722974686e-05,0.00012367724255075163,8
737,0.0018248175182481751,6.0048839722974686e-05,0.0001830702293386689,3
158,0.0018248175182481751,6.0048839722974686e-05,2.8698812653787923e-05,21
188,0.0018248175182481751,6.0048839722974686e-05,0.003227227734271506,2
10,0.0018248175182481751,6.0048839722974686e-05,0.0030434312513077633,9
841,0.0018248175182481751,5.337674642042194e-05,0.003933583119235259,11
574,0.0018248175182481751,5.337674642042194e-05,0.0006146361256495584,12
39,0.0018248175182481751,5.337674642042194e-05,1.201616382764013e-06,22
511,0.0018248175182481751,5.337674642042194e-05,0.0005849090883018924,2
572,0.0018248175182481751,5.337674642042194e-05,7.52017040986791e-07,5
263,0.0018248175182481751,5.337674642042194e-05,1.0017659350217546e-06,21
746,0.0018248175182481751,5.337674642042194e-05,7.290079610655489e-07,5
252,0.0018248175182481751,5.337674642042194e-05,6.961636994955524e-07,12
559,0.0018248175182481751,5.337674642042194e-05,0.005206628112428663,14
41,0.0018248175182481751,5.337674642042194e-05,0.014534562394464457,7
27,0.0018248175182481751,5.004069976914557e-05,0.00011265491511552577,2
348,0.0018248175182481751,5.004069976914557e-05,0.00011838039712877237,12
52,0.0018248175182481751,5.004069976914557e-05,0.0010028449392223023,14
310,0.0018248175182481751,5.004069976914557e-05,0.00015370479071603844,21
466,0.0018248175182481751,5.004069976914557e-05,0.00010544935512424898,4
152,0.0018248175182481751,5.004069976914557e-05,0.0001334941493342337,20
420,0.0018248175182481751,5.004069976914557e-05,0.00010596506384734644,7
240,0.0018248175182481751,5.004069976914557e-05,0.0007112782120518486,11
182,0.0018248175182481751,4.67046531178692e-05,6.238603110077101e-06,22
996,0.0018248175182481751,4.67046531178692e-05,3.306779079818529e-05,3
154,0.0018248175182481751,4.67046531178692e-05,0.00013463239955865538,17
281,0.0018248175182481751,4.67046531178692e-05,2.5662979232395277e-05,16
30,0.0018248175182481751,4.003255981531646e-05,0.02132057664884203,13
112,0.0018248175182481751,4.003255981531646e-05,0.02333341867168655,3
321,0.0018248175182481751,4.003255981531646e-05,2.7762516467430085e-05,21
760,0.0018248175182481751,4.003255981531646e-05,1.904661313481858e-05,4
354,0.0018248175182481751,4.003255981531646e-05,0.00013253335590573566,11
790,0.0018248175182481751,4.003255981531646e-05,0.0005317218982205522,9
66,0.0018248175182481751,4.003255981531646e-05,0.005018968917334652,6
542,0.0018248175182481751,4.003255981531646e-05,0.0006139385018137799,12
485,0.0018248175182481751,4.003255981531646e-05,2.4873110556982945e-05,20
974,0.0018248175182481751,4.003255981531646e-05,0.0026310960964052747,7
103,0.0018248175182481751,4.003255981531646e-05,0.004217347350880432,11
73,0.0018248175182481751,4.003255981531646e-05,0.026907962367878065,6
194,0.0018248175182481751,4.003255981531646e-05,0.022017322394910662,13
273,0.0018248175182481751,4.003255981531646e-05,0.0005067593195066194,7
131,0.0018248175182481751,4.003255981531646e-05,0.027784053060136787,6
290,0.0018248175182481751,4.003255981531646e-05,0.00018884277842532872,3
707,0.0018248175182481751,4.003255981531646e-05,0.0007722180183246741,18
223,0.0018248175182481751,3.3360466512763714e-05,0.00013328128736154188,20
576,0.0018248175182481751,3.3360466512763714e-05,0.0009152900126498367,3
137,0.0018248175182481751,3.3360466512763714e-05,0.11198077840218915,1
181,0.0018248175182481751,3.3360466512763714e-05,9.907330145846726e-05,9
752,0.0018248175182481751,3.3360466512763714e-05,0.0007617786635364423,11
250,0.0018248175182481751,3.3360466512763714e-05,4.9559806100765084e-08,23
334,0.0018248175182481751,3.3360466512763714e-05,0.00014388317762279246,18
474,0.0018248175182481751,3.3360466512763714e-05,0.00011439215833618838,12
708,0.0018248175182481751,3.3360466512763714e-05,4.9559806100765084e-08,23
176,0.0018248175182481751,3.3360466512763714e-05,0.01404014946721208,0
177,0.0018248175182481751,3.0024419861487343e-05,0.021882121313366587,3
47,0.0018248175182481751,3.0024419861487343e-05,0.027755437524912177,6
821,0.0018248175182481751,3.0024419861487343e-05,1.3154208751025924e-07,5
109,0.0018248175182481751,3.0024419861487343e-05,2.7439354289586153e-07,23
696,0.0018248175182481751,2.668837321021097e-05,0.0006020459321673111,2
246,0.0018248175182481751,2.668837321021097e-05,2.431788026909065e-05,17
145,0.0018248175182481751,2.668837321021097e-05,0.014620538621891197,15
626,0.0018248175182481751,2.668837321021097e-05,1.1752507222146538e-06,22
143,0.0018248175182481751,2.668837321021097e-05,1.125690916113889e-06,22
169,0.0018248175182481751,2.668837321021097e-05,9.701483461117049e-07,21
609,0.0018248175182481751,2.668837321021097e-05,0.0007138219456153995,20
812,0.0018248175182481751,2.668837321021097e-05,7.282817639883563e-07,5
200,0.0018248175182481751,2.668837321021097e-05,0.021298568084207006,13
407,0.0018248175182481751,2.668837321021097e-05,0.000771397746148721,18
773,0.0018248175182481751,2.668837321021097e-05,4.630856260141313e-06,16
765,0.0018248175182481751,2.668837321021097e-05,4.464328065989379e-06,8
186,0.0018248175182481751,2.668837321021097e-05,0.004077335493664912,3
247,0.0018248175182481751,2.668837321021097e-05,0.0005829173195417455,2
991,0.0018248175182481751,2.668837321021097e-05,1.16241520365957e-06,22
12,0.0018248175182481751,2.668837321021097e-05,0.020645907858725887,13
249,0.0018248175182481751,2.668837321021097e-05,5.967038591797157e-06,3
102,0.0018248175182481751,2.668837321021097e-05,0.021298568084207006,13
165,0.0018248175182481751,2.668837321021097e-05,7.282817639883563e-07,5
24,0.0018248175182481751,2.668837321021097e-05,0.0007363526748161772,20
734,0.0018248175182481751,2.33523265589346e-05,5.009507906280962e-06,21
395,0.0018248175182481751,2.33523265589346e-05,5.178452360591172e-06,21
464,0.0018248175182481751,2.33523265589346e-05,6.232388602406533e-06,22
431,0.0018248175182481751,2.33523265589346e-05,3.4368186264752125e-06,4
369,0.0018248175182481751,2.33523265589346e-05,2.2317476402686462e-05,8
583,0.0018248175182481751,2.33523265589346e-05,5.190451584481386e-06,21
110,0.0018248175182481751,2.33523265589346e-05,6.232388602406533e-06,22
349,0.0018248175182481751,2.001627990765823e-05,0.0001374626241337893,11
3,0.0018248175182481751,2.001627990765823e-05,0.08026377310649108,10
139,0.0018248175182481751,2.001627990765823e-05,0.0728158227115461,0
244,0.0018248175182481751,2.001627990765823e-05,0.0031675979048383313,15
209,0.0018248175182481751,2.001627990765823e-05,0.00018729325002955367,14
162,0.0018248175182481751,2.001627990765823e-05,0.0031675979048383313,15
376,0.0018248175182481751,2.001627990765823e-05,0.02772688087105844,6
374,0.0018248175182481751,2.001627990765823e-05,2.4049636622992424e-05,20
142,0.0018248175182481751,2.001627990765823e-05,0.0031675979048383313,15
677,0.0018248175182481751,2.001627990765823e-05,0.0202271301616513,1
469,0.0018248175182481751,2.001627990765823e-05,0.013566129529567749,0
183,0.0018248175182481751,2.001627990765823e-05,0.0026253178815010244,7
100,0.0018248175182481751,2.001627990765823e-05,1.9120692659258516e-05,7
404,0.0018248175182481751,2.001627990765823e-05,0.00018729325002955367,14
824,0.0018248175182481751,2.001627990765823e-05,0.0025360148341718037,0
641,0.0018248175182481751,2.001627990765823e-05,0.0001651635503175929,3
648,0.0018248175182481751,2.001627990765823e-05,0.002640847092103058,15
439,0.0018248175182481751,1.6680233256381857e-05,0.0009056713776413782,6
495,0.0018248175182481751,1.6680233256381857e-05,0.00013919375966020783,18
748,0.0018248175182481751,1.6680233256381857e-05,0.0007600843010490223,16
199,0.0018248175182481751,1.6680233256381857e-05,0.003850108495296704,13
201,0.0018248175182481751,1.6680233256381857e-05,0.08026089101272846,0
79,0.0018248175182481751,1.6680233256381857e-05,0.00010518398833353861,2
214,0.0018248175182481751,1.6680233256381857e-05,0.0001535466788183481,21
691,0.0018248175182481751,1.6680233256381857e-05,0.00012880462440553368,20
508,0.0018248175182481751,1.6680233256381857e-05,0.00013314851070366244,20
84,0.0018248175182481751,1.6680233256381857e-05,0.0037282589799526467,13
150,0.0018248175182481751,1.3344186605105486e-05,0.0005715769764861421,15
68,0.0018248175182481751,1.3344186605105486e-05,0.0775539101151048,0
488,0.0018248175182481751,1.3344186605105486e-05,0.004213008274338278,11
406,0.0018248175182481751,1.3344186605105486e-05,0.0005491719744748566,9
706,0.0018248175182481751,1.3344186605105486e-05,0.0005490043280220373,7
60,0.0018248175182481751,1.3344186605105486e-05,0.0750260854651234,0
99,0.0018248175182481751,1.3344186605105486e-05,0.10821181928541804,1
538,0.0018248175182481751,1.3344186605105486e-05,0.0005823365895915085,2
141,0.0018248175182481751,1.3344186605105486e-05,0.10490053780173342,1
998,0.0018248175182481751,1.3344186605105486e-05,0.014497761479076072,10
95,0.0018248175182481751,1.3344186605105486e-05,0.0007706292529904991,18
785,0.0018248175182481751,1.3344186605105486e-05,0.0005715769764861421,15
419,0.0018248175182481751,1.3344186605105486e-05,0.0042105175029318615,3
880,0.0018248175182481751,1.3344186605105486e-05,0.0005715769764861421,15
840,0.0018248175182481751,1.3344186605105486e-05,0.0004765282934926509,15
791,0.0018248175182481751,1.3344186605105486e-05,0.072732905553751,0
45,0.0018248175182481751,1.3344186605105486e-05,0.10821181928541804,1
794,0.0018248175182481751,1.3344186605105486e-05,0.005013631120450442,6
57,0.0018248175182481751,1.3344186605105486e-05,0.0006126753657618494,12
218,0.0018248175182481751,1.3344186605105486e-05,0.0206252702796065,13
355,0.0018248175182481751,1.3344186605105486e-05,0.013551702972893842,0
170,0.0018248175182481751,1.3344186605105486e-05,0.005013631120450442,6
157,0.0018248175182481751,1.3344186605105486e-05,0.0206252702796065,13
243,0.0018248175182481751,1.3344186605105486e-05,0.00500846748289384,6
11,0.0018248175182481751,1.3344186605105486e-05,0.0007131108103049903,20
394,0.0018248175182481751,1.3344186605105486e-05,0.00047372618370136266,7
167,0.0018248175182481751,1.3344186605105486e-05,0.016307778131282823,19
163,0.0018248175182481751,1.3344186605105486e-05,0.004213008274338278,11
285,0.0018248175182481751,1.3344186605105486e-05,0.003649989159264582,1
561,0.0018248175182481751,1.3344186605105486e-05,0.0005306279096920682,9
151,0.0018248175182481751,1.3344186605105486e-05,0.00045761201186399404,0
405,0.0018248175182481751,1.3344186605105486e-05,0.0206252702796065,13
977,0.0018248175182481751,1.3344186605105486e-05,0.10490053780173342,1
251,0.0018248175182481751,1.3344186605105486e-05,0.10821181928541804,1
409,0.0018248175182481751,1.3344186605105486e-05,0.0006126753657618494,12
114,0.0018248175182481751,1.3344186605105486e-05,0.0206252702796065,13
229,0.0018248175182481751,1.0008139953829114e-05,0.022509570016173586,16
541,0.0018248175182481751,1.0008139953829114e-05,0.0030169645448204284,2
383,0.0018248175182481751,1.0008139953829114e-05,0.0268516611138047,6
362,0.0018248175182481751,1.0008139953829114e-05,0.0024453507662219,0
441,0.0018248175182481751,1.0008139953829114e-05,0.0026160618879570185,10
521,0.0018248175182481751,1.0008139953829114e-05,0.003164442128881864,15
611,0.0018248175182481751,1.0008139953829114e-05,0.0026561477156242163,9
929,0.0018248175182481751,1.0008139953829114e-05,0.018929346896577767,1
311,0.0018248175182481751,1.0008139953829114e-05,0.021065728831239534,11
315,0.0018248175182481751,1.0008139953829114e-05,0.018929346896577767,1
37,0.0018248175182481751,1.0008139953829114e-05,0.002447953938762327,0
940,0.0018248175182481751,1.0008139953829114e-05,0.0029426687179552333,19
160,0.0018248175182481751,6.672093302552743e-06,0.013994335646437837,0
598,0.0018248175182481751,6.672093302552743e-06,0.01629153090246691,19
166,0.0018248175182481751,6.672093302552743e-06,0.014044840959063993,7
67,0.0018248175182481751,6.672093302552743e-06,0.10479601469015055,1
228,0.0018248175182481751,6.672093302552743e-06,0.014482797424541463,0
796,0.0018248175182481751,6.672093302552743e-06,0.10479601469015055,1
304,0.0018248175182481751,6.672093302552743e-06,0.07494638443740331,0
156,0.0018248175182481751,6.672093302552743e-06,0.10479601469015055,1
621,0.0018248175182481751,3.3360466512763714e-06,0.07258073469890151,0
418,0.0018248175182481751,0.0,5.020009041705844e-06,21
373,0.0018248175182481751,0.0,1.2177252040356786e-07,12
625,0.0018248175182481751,0.0,2.4852917720489224e-05,16
833,0.0018248175182481751,0.0,1.3597350453687823e-07,5
454,0.0018248175182481751,0.0,8.335591704522257e-05,15
88,0.0018248175182481751,0.0,7.809313885253629e-07,8
324,0.0018248175182481751,0.0,8.668709063418595e-09,23
870,0.0018248175182481751,0.0,4.206782408436017e-06,20
814,0.0018248175182481751,0.0,2.4046006651922065e-05,11
681,0.0018248175182481751,0.0,0.10158925631804878,1
728,0.0018248175182481751,0.0,0.01892934689657777,1
491,0.0018248175182481751,0.0,0.10158925631804878,1
530,0.0018248175182481751,0.0,0.10158925631804878,1
832,0.0018248175182481751,0.0,0.0005652032567364735,2
976,0.0018248175182481751,0.0,0.004850214249245306,6
360,0.0018248175182481751,0.0,0.003858494184603659,17
581,0.0018248175182481751,0.0,0.0004646238515592085,9
951,0.0018248175182481751,0.0,0.013711224557120386,15
440,0.0018248175182481751,0.0,0.019993247633244768,13
934,0.0018248175182481751,0.0,0.0037282589799526463,13
678,0.0018248175182481751,0.0,0.019993247633244768,13
35,0.0018248175182481751,0.0,0.003684994315582838,11
463,0.0018248175182481751,0.0,0.019993247633244768,13
889,0.0018248175182481751,0.0,0.00012880462440553368,20
208,0.0018248175182481751,0.0,0.002455967780386588,0
134,0.0018248175182481751,0.0,0.000514391760035084,9
766,0.0018248175182481751,0.0,6.041699797816293e-06,22
726,0.0018248175182481751,0.0,0.004697114028186238,6
471,0.0018248175182481751,0.0,0.021820779459660163,16
91,0.0018248175182481751,0.0,0.00393756243187313,16
280,0.0018248175182481751,0.0,0.000514391760035084,9
994,0.0018248175182481751,0.0,0.015793035332275863,19
233,0.0018248175182481751,0.0,0.0008770244158115304,6
957,0.0018248175182481751,0.0,1.8399014531263997e-05,2
911,0.0018248175182481751,0.0,0.0038540922881869144,13
868,0.0018248175182481751,0.0,0.00010186402486944336,2
236,0.0018248175182481751,0.0,0.0006739939741700534,13
81,0.0018248175182481751,0.0,0.00010211769308715569,4
288,0.0018248175182481751,0.0,0.019993247633244768,13
123,0.0018248175182481751,0.0,0.0006526602254811206,13
264,0.0018248175182481751,0.0,0.002455967780386588,0
595,0.0018248175182481751,0.0,0.00010211769308715569,4
676,0.0018248175182481751,0.0,0.019993247633244768,13
596,0.0018248175182481751,0.0,0.013566129529567749,0
671,0.0018248175182481751,0.0,0.0024479539387623275,0
148,0.0018248175182481751,0.0,2.889164000475931e-05,3
23,0.0018248175182481751,0.0,0.019993247633244768,13
823,0.0018248175182481751,0.0,0.018331826203916737,1
987,0.0018248175182481751,0.0,0.0008863983726450773,3
507,0.0018248175182481751,0.0,0.0006912912164146216,20
675,0.0018248175182481751,0.0,0.00013295993172125357,16
972,0.0018248175182481751,0.0,4.350823403528532e-06,20
111,0.0018248175182481751,0.0,0.003610385017957116,13
918,0.0018248175182481751,0.0,0.0030676159328441796,15
502,0.0018248175182481751,0.0,7.059988811443067e-07,5
461,0.0018248175182481751,0.0,0.003311281483684626,1
553,0.0018248175182481751,0.0,0.019993247633244768,13
819,0.0018248175182481751,0.0,0.0037282589799526463,13
916,0.0018248175182481751,0.0,0.0009406416686817175,14
980,0.0018248175182481751,0.0,0.0038540922881869144,13
132,0.0018248175182481751,0.0,0.003311281483684626,1
848,0.0018248175182481751,0.0,0.003858494184603659,17
975,0.0018248175182481751,0.0,0.0030676159328441796,15
793,0.0018248175182481751,0.0,2.070734196199169e-05,12
610,0.0018248175182481751,0.0,0.021820779459660163,16
712,0.0018248175182481751,0.0,1.970583156541893e-05,2
504,0.0018248175182481751,0.0,0.0037282589799526463,13
603,0.0018248175182481751,0.0,0.002373050622591491,0
857,0.0018248175182481751,0.0,0.0038540922881869144,13
836,0.0018248175182481751,0.0,0.00018156216631039576,14
269,0.0018248175182481751,0.0,0.003610385017957116,13
462,0.0018248175182481751,0.0,0.0025333972925005986,0
436,0.0018248175182481751,0.0,0.004109600015454886,3
966,0.0018248175182481751,0.0,0.0040840910301823755,11
702,0.0018248175182481751,0.0,0.005031202793883465,14
509,0.0018248175182481751,0.0,0.02042111942286372,11
891,0.0018248175182481751,0.0,0.014039645328464165,0
478,0.0018248175182481751,0.0,0.015793035332275863,19
624,0.0018248175182481751,0.0,0.004850214249245306,6
174,0.0018248175182481751,0.0,0.019993247633244768,13
231,0.0018248175182481751,0.0,6.041699797816293e-06,22
642,0.0018248175182481751,0.0,2.0557202132422513e-07,22
98,0.0018248175182481751,0.0,0.003732112614157697,13
51,0.0018248175182481751,0.0,0.015793035332275863,19
146,0.0018248175182481751,0.0,0.0007369736352909003,11
816,0.0018248175182481751,0.0,0.021820779459660163,16
666,0.0018248175182481751,0.0,0.0008863983726450773,3
211,0.0018248175182481751,0.0,0.014039645328464165,0
937,0.0018248175182481751,0.0,3.303376954873709e-05,3
698,0.0018248175182481751,0.0,0.01404014946721208,10
283,0.0018248175182481751,0.0,0.0006414316815983171,8
460,0.0018248175182481751,0.0,0.01892934689657777,1
317,0.0018248175182481751,0.0,0.0008863983726450773,3
190,0.0018248175182481751,0.0,0.003610385017957116,13
778,0.0018248175182481751,0.0,0.0006912912164146216,20
800,0.0018248175182481751,0.0,0.00045761201186399404,10
259,0.0018248175182481751,0.0,0.00042820611687008857,0
364,0.0018248175182481751,0.0,0.0008770244158115304,6
724,0.0018248175182481751,0.0,0.0005323684246505848,9
534,0.0018248175182481751,0.0,0.0030818624776154406,19
817,0.0018248175182481751,0.0,0.0038091607053197577,11
718,0.0018248175182481751,0.0,0.019993247633244768,13
446,0.0018248175182481751,0.0,0.0005645183050104815,2
489,0.0018248175182481751,0.0,0.013123952206116072,0
775,0.0018248175182481751,0.0,0.002823458886919303,4
742,0.0018248175182481751,0.0,0.00017728577788729015,3
990,0.0018248175182481751,0.0,0.0005322059074647869,7
692,0.0018248175182481751,0.0,1.0901622504390994e-06,22
416,0.0018248175182481751,0.0,6.041699797816293e-06,22
94,0.0018248175182481751,0.0,0.00010717095686633484,12
308,0.0018248175182481751,0.0,0.0005322059074647869,7
351,0.0018248175182481751,0.0,3.303376954873709e-05,3
329,0.0018248175182481751,0.0,1.1280871714563032e-06,22
701,0.0018248175182481751,0.0,0.0030676159328441796,15
859,0.0018248175182481751,0.0,0.01958864409963056,1
902,0.0018248175182481751,0.0,0.0007132407185287496,3
225,0.0018248175182481751,0.0,0.01892934689657777,1
548,0.0018248175182481751,0.0,0.01958864409963056,1
630,0.0018248175182481751,0.0,0.0008863983726450773,3
656,0.0018248175182481751,0.0,0.0007365379299866041,3
962,0.0018248175182481751,0.0,0.00485520958313965,6
608,0.0018248175182481751,0.0,0.013110010680460481,0
579,0.0018248175182481751,0.0,0.00012880462440553368,20
245,0.0018248175182481751,0.0,3.276270996376896e-05,14
421,0.0018248175182481751,0.0,0.0007369736352909003,11
119,0.0018248175182481751,0.0,1.970583156541893e-05,2
660,0.0018248175182481751,0.0,0.000876121157246114,6
829,0.0018248175182481751,0.0,0.00011078168707424922,12
777,0.0018248175182481751,0.0,0.00010531160904493751,2
599,0.0018248175182481751,0.0,9.28191081476411e-05,9
184,0.0018248175182481751,0.0,0.0008779581393643384,6
781,0.0018248175182481751,0.0,9.60628642755819e-05,9
944,0.0018248175182481751,0.0,0.0037282589799526463,13
414,0.0018248175182481751,0.0,0.00017728577788729015,3
779,0.0018248175182481751,0.0,0.0005277386051885458,2
192,0.0018248175182481751,0.0,0.019993247633244768,13
118,0.0018248175182481751,0.0,0.026030004228513728,6
316,0.0018248175182481751,0.0,0.019993247633244768,13
97,0.0018248175182481751,0.0,0.002924650879800911,2
634,0.0018248175182481751,0.0,0.019993247633244768,13
452,0.0018248175182481751,0.0,6.041699797816293e-06,22
945,0.0018248175182481751,0.0,0.00010211769308715569,4
305,0.0018248175182481751,0.0,1.2739038818991155e-07,5
430,0.0018248175182481751,0.0,0.00051474279900696,19
663,0.0018248175182481751,0.0,0.00010717095686633484,12
128,0.0018248175182481751,0.0,2.6599841552356223e-07,23
326,0.0018248175182481751,0.0,5.122930017444833e-08,23
522,0.0018248175182481751,0.0,2.6599841552356223e-07,23
506,0.0018248175182481751,0.0,0.0025574911750578357,15
546,0.0018248175182481751,0.0,4.350823403528532e-06,20
935,0.0018248175182481751,0.0,0.00010531160904493751,2
830,0.0018248175182481751,0.0,0.0005323684246505848,9
858,0.0018248175182481751,0.0,2.0332694881655871e-07,22
638,0.0018248175182481751,0.0,0.0007470497404737828,18
359,0.0018248175182481751,0.0,2.070734196199169e-05,12
108,0.0018248175182481751,0.0,0.0005323684246505848,9
686,0.0018248175182481751,0.0,4.327722367200296e-06,8
967,0.0018248175182481751,0.0,2.2445117306712693e-05,8
377,0.0018248175182481751,0.0,2.3290561361741727e-05,20
120,0.0018248175182481751,0.0,0.0005322059074647869,7
122,0.0018248175182481751,0.0,0.0005939287836875667,12
278,0.0018248175182481751,0.0,0.002574874152319958,9
434,0.0018248175182481751,0.0,0.07035985493115951,0
432,0.0018248175182481751,0.0,0.0007132407185287496,3
597,0.0018248175182481751,0.0,0.014039645328464165,0
873,0.0018248175182481751,0.0,0.021820779459660163,16
547,0.0018248175182481751,0.0,0.01892934689657777,1
808,0.0018248175182481751,0.0,0.019993247633244768,13
237,0.0018248175182481751,0.0,0.026030004228513728,6
531,0.0018248175182481751,0.0,0.004081676475659645,3
267,0.0018248175182481751,0.0,0.10158925631804878,1
602,0.0018248175182481751,0.0,0.026030004228513728,6
468,0.0018248175182481751,0.0,0.00017542531854519827,14
988,0.0018248175182481751,0.0,1.3154208751025924e-07,5
884,0.0018248175182481751,0.0,0.0005323684246505848,9
296,0.0018248175182481751,0.0,0.0028497862695104235,19
224,0.0018248175182481751,0.0,1.733013818546809e-05,9
585,0.0018248175182481751,0.0,0.0007470497404737828,18
700,0.0018248175182481751,0.0,0.0001488485571291086,21
262,0.0018248175182481751,0.0,0.013566129529567749,0
657,0.0018248175182481751,0.0,0.019993247633244768,13
314,0.0018248175182481751,0.0,0.01404014946721208,10
401,0.0018248175182481751,0.0,0.10158925631804878,1
549,0.0018248175182481751,0.0,0.0024567884151622615,7
363,0.0018248175182481751,0.0,0.02116888059483784,3
117,0.0018248175182481751,0.0,0.019993247633244768,13
